date,script,model,time
2019-03-16 02:42:27.713,PartialDetection.eol,Partial_40_CarDoorLock.uml,502
2019-03-16 02:42:32.874,RefineForPMD.eol,Partial_60_Replication.uml,4408
2019-03-16 02:42:38.559,PartialDetection.eol,Partial_50_CarDoorLock.uml,338
2019-03-16 02:42:48.817,PartialDetection.eol,Partial_60_CarDoorLock.uml,438
2019-03-16 02:42:48.694,RefineForPMD.eol,Partial_70_Replication.uml,4031
2019-03-16 02:42:59.171,PartialDetection.eol,Partial_70_CarDoorLock.uml,442
2019-03-16 02:43:03.689,RefineForPMD.eol,Partial_80_Replication.uml,4124
2019-03-16 02:43:09.527,PartialDetection.eol,Partial_80_CarDoorLock.uml,304
2019-03-16 02:43:19.445,PartialDetection.eol,Partial_90_CarDoorLock.uml,373
2019-03-16 02:43:19.069,RefineForPMD.eol,Partial_90_Replication.uml,3898
2019-03-16 02:43:29.622,PartialDetection.eol,rover.uml,883
2019-03-16 02:43:34.113,RefineForPMD.eol,rover.uml,3139
2019-03-16 02:43:40.843,PartialDetection.eol,Partial_10_rover.uml,743
2019-03-16 02:43:48.595,RefineForPMD.eol,Partial_10_rover.uml,3602
2019-03-16 02:43:51.94,PartialDetection.eol,Partial_20_rover.uml,829
2019-03-16 02:44:03.435,PartialDetection.eol,Partial_30_rover.uml,740
2019-03-16 02:44:03.359,RefineForPMD.eol,Partial_20_rover.uml,3344
2019-03-16 02:44:14.873,PartialDetection.eol,Partial_40_rover.uml,791
2019-03-16 02:44:17.741,RefineForPMD.eol,Partial_30_rover.uml,3754
2019-03-16 02:44:25.727,PartialDetection.eol,Partial_50_rover.uml,733
2019-03-16 02:44:32.529,RefineForPMD.eol,Partial_40_rover.uml,3038
2019-03-16 02:44:37.046,PartialDetection.eol,Partial_60_rover.uml,690
2019-03-16 02:44:47.794,PartialDetection.eol,Partial_70_rover.uml,935
2019-03-16 02:44:46.89,RefineForPMD.eol,Partial_50_rover.uml,3233
2019-03-16 02:44:58.888,PartialDetection.eol,Partial_80_rover.uml,635
2019-03-16 02:45:01.178,RefineForPMD.eol,Partial_60_rover.uml,3177
2019-03-16 02:45:09.539,PartialDetection.eol,Partial_90_rover.uml,682
2019-03-16 02:45:15.112,RefineForPMD.eol,Partial_70_rover.uml,2943
2019-03-16 02:45:20.238,PartialDetection.eol,model.uml,740
2019-03-16 02:45:31.229,PartialDetection.eol,Partial_10_model.uml,706
2019-03-16 02:45:29.296,RefineForPMD.eol,Partial_80_rover.uml,2997
2019-03-16 02:45:42.037,PartialDetection.eol,Partial_20_model.uml,595
2019-03-16 02:45:43.423,RefineForPMD.eol,Partial_90_rover.uml,2568
2019-03-16 02:45:52.801,PartialDetection.eol,Partial_30_model.uml,655
2019-03-16 02:45:57.746,RefineForPMD.eol,model.uml,3056
2019-03-16 02:46:03.592,PartialDetection.eol,Partial_40_model.uml,616
2019-03-16 02:46:14.721,PartialDetection.eol,Partial_50_model.uml,660
2019-03-16 02:46:11.951,RefineForPMD.eol,Partial_10_model.uml,3712
2019-03-16 02:46:25.479,PartialDetection.eol,Partial_60_model.uml,613
2019-03-16 02:46:27.111,RefineForPMD.eol,Partial_20_model.uml,2934
2019-03-16 02:46:36.301,PartialDetection.eol,Partial_70_model.uml,538
2019-03-16 02:46:41.06,RefineForPMD.eol,Partial_30_model.uml,3494
2019-03-16 02:46:47.056,PartialDetection.eol,Partial_80_model.uml,472
2019-03-16 02:46:57.534,PartialDetection.eol,Partial_90_model.uml,616
2019-03-16 02:46:56.26,RefineForPMD.eol,Partial_40_model.uml,3114
2019-03-16 02:47:08.293,PartialDetection.eol,DigitalWatch.uml,949
2019-03-16 02:47:10.809,RefineForPMD.eol,Partial_50_model.uml,3087
2019-03-16 02:47:19.571,PartialDetection.eol,Partial_10_DigitalWatch.uml,1138
2019-03-16 02:47:24.975,RefineForPMD.eol,Partial_60_model.uml,3009
2019-03-16 02:47:30.885,PartialDetection.eol,Partial_20_DigitalWatch.uml,1061
2019-03-16 02:47:39.373,RefineForPMD.eol,Partial_70_model.uml,2978
2019-03-16 02:47:42.164,PartialDetection.eol,Partial_30_DigitalWatch.uml,1016
2019-03-16 02:47:53.413,PartialDetection.eol,Partial_40_DigitalWatch.uml,887
2019-03-16 02:47:53.484,RefineForPMD.eol,Partial_80_model.uml,3021
2019-03-16 02:48:04.886,PartialDetection.eol,Partial_50_DigitalWatch.uml,848
2019-03-16 02:48:07.437,RefineForPMD.eol,Partial_90_model.uml,3630
2019-03-16 02:48:15.967,PartialDetection.eol,Partial_60_DigitalWatch.uml,881
2019-03-16 02:48:27.572,PartialDetection.eol,Partial_70_DigitalWatch.uml,1000
2019-03-16 02:48:22.619,RefineForPMD.eol,DigitalWatch.uml,6318
2019-03-16 02:48:38.967,PartialDetection.eol,Partial_80_DigitalWatch.uml,767
2019-03-16 02:48:40.693,RefineForPMD.eol,Partial_10_DigitalWatch.uml,5383
2019-03-16 02:48:49.868,PartialDetection.eol,Partial_90_DigitalWatch.uml,675
2019-03-16 02:49:00.866,PartialDetection.eol,Replication.uml,1158
2019-03-16 02:48:57.31,RefineForPMD.eol,Partial_20_DigitalWatch.uml,6127
2019-03-16 02:49:12.867,PartialDetection.eol,Partial_10_Replication.uml,1077
2019-03-16 02:49:14.989,RefineForPMD.eol,Partial_30_DigitalWatch.uml,5404
2019-03-16 02:49:24.024,PartialDetection.eol,Partial_20_Replication.uml,1029
2019-03-16 02:49:35.442,PartialDetection.eol,Partial_30_Replication.uml,1107
2019-03-16 02:49:31.802,RefineForPMD.eol,Partial_40_DigitalWatch.uml,6060
2019-03-16 02:49:47.137,PartialDetection.eol,Partial_40_Replication.uml,990
2019-03-16 02:49:49.746,RefineForPMD.eol,Partial_50_DigitalWatch.uml,5399
2019-03-16 02:49:58.428,PartialDetection.eol,Partial_50_Replication.uml,876
2019-03-16 02:50:09.97,PartialDetection.eol,Partial_60_Replication.uml,880
2019-03-16 02:50:06.656,RefineForPMD.eol,Partial_60_DigitalWatch.uml,4959
2019-03-16 02:50:20.84,PartialDetection.eol,Partial_70_Replication.uml,741
2019-03-16 02:50:22.865,RefineForPMD.eol,Partial_70_DigitalWatch.uml,5495
2019-03-16 02:50:31.193,PartialDetection.eol,Partial_80_Replication.uml,899
2019-03-16 02:50:42.836,PartialDetection.eol,Partial_90_Replication.uml,849
2019-03-16 02:50:40.083,RefineForPMD.eol,Partial_80_DigitalWatch.uml,4796
2019-03-16 02:50:53.728,PartialDetection.eol,CarDoorLock.uml,505
2019-03-16 02:50:56.26,RefineForPMD.eol,Partial_90_DigitalWatch.uml,5042
2019-03-16 02:51:03.826,PartialDetection.eol,Partial_10_CarDoorLock.uml,602
2019-03-16 02:51:14.44,PartialDetection.eol,Partial_20_CarDoorLock.uml,504
2019-03-16 02:51:12.659,RefineForPMD.eol,Replication.uml,5220
2019-03-16 02:51:25.156,PartialDetection.eol,Partial_30_CarDoorLock.uml,489
2019-03-16 02:51:28.76,RefineForPMD.eol,Partial_10_Replication.uml,4683
2019-03-16 02:51:35.743,PartialDetection.eol,Partial_40_CarDoorLock.uml,327
2019-03-16 02:51:46.114,PartialDetection.eol,Partial_50_CarDoorLock.uml,452
2019-03-16 02:51:45.353,RefineForPMD.eol,Partial_20_Replication.uml,4861
2019-03-16 02:51:56.46,PartialDetection.eol,Partial_60_CarDoorLock.uml,492
2019-03-16 02:52:01.32,RefineForPMD.eol,Partial_30_Replication.uml,4804
2019-03-16 02:52:06.692,PartialDetection.eol,Partial_70_CarDoorLock.uml,372
2019-03-16 02:52:16.992,PartialDetection.eol,Partial_80_CarDoorLock.uml,346
2019-03-16 02:52:17.673,RefineForPMD.eol,Partial_40_Replication.uml,4020
2019-03-16 02:52:27.229,PartialDetection.eol,Partial_90_CarDoorLock.uml,446
2019-03-16 02:52:33.718,RefineForPMD.eol,Partial_50_Replication.uml,4393
2019-03-16 02:52:38.029,PartialDetection.eol,rover.uml,919
2019-03-16 02:52:48.794,PartialDetection.eol,Partial_10_rover.uml,769
2019-03-16 02:52:49.263,RefineForPMD.eol,Partial_60_Replication.uml,3886
2019-03-16 02:52:59.637,PartialDetection.eol,Partial_20_rover.uml,778
2019-03-16 02:53:04.724,RefineForPMD.eol,Partial_70_Replication.uml,3987
2019-03-16 02:53:10.56,PartialDetection.eol,Partial_30_rover.uml,829
2019-03-16 02:53:21.565,PartialDetection.eol,Partial_40_rover.uml,801
2019-03-16 02:53:20.046,RefineForPMD.eol,Partial_80_Replication.uml,4118
2019-03-16 02:53:32.873,PartialDetection.eol,Partial_50_rover.uml,720
2019-03-16 02:53:35.23,RefineForPMD.eol,Partial_90_Replication.uml,3803
2019-03-16 02:53:43.852,PartialDetection.eol,Partial_60_rover.uml,769
2019-03-16 02:53:50.093,RefineForPMD.eol,rover.uml,4069
2019-03-16 02:53:54.893,PartialDetection.eol,Partial_70_rover.uml,530
2019-03-16 02:54:05.442,PartialDetection.eol,Partial_80_rover.uml,642
2019-03-16 02:54:05.461,RefineForPMD.eol,Partial_10_rover.uml,3174
2019-03-16 02:54:16.064,PartialDetection.eol,Partial_90_rover.uml,669
2019-03-16 02:54:19.63,RefineForPMD.eol,Partial_20_rover.uml,3648
2019-03-16 02:54:26.877,PartialDetection.eol,model.uml,675
2019-03-16 02:54:34.918,RefineForPMD.eol,Partial_30_rover.uml,3600
2019-03-16 02:54:38.34,PartialDetection.eol,Partial_10_model.uml,743
2019-03-16 02:54:50.957,PartialDetection.eol,Partial_20_model.uml,802
2019-03-16 02:54:51.997,RefineForPMD.eol,Partial_40_rover.uml,4108
2019-03-16 02:55:04.998,PartialDetection.eol,Partial_30_model.uml,784
2019-03-16 02:55:10.168,RefineForPMD.eol,Partial_50_rover.uml,4459
2019-03-16 02:55:18.72,PartialDetection.eol,Partial_40_model.uml,757
2019-03-16 02:55:29.536,RefineForPMD.eol,Partial_60_rover.uml,3833
2019-03-16 02:55:32.777,PartialDetection.eol,Partial_50_model.uml,783
2019-03-16 02:55:45.605,PartialDetection.eol,Partial_60_model.uml,729
2019-03-16 02:55:46.917,RefineForPMD.eol,Partial_70_rover.uml,3115
2019-03-16 02:55:56.903,PartialDetection.eol,Partial_70_model.uml,550
2019-03-16 02:56:01.922,RefineForPMD.eol,Partial_80_rover.uml,3168
2019-03-16 02:56:07.457,PartialDetection.eol,Partial_80_model.uml,487
2019-03-16 02:56:18.081,PartialDetection.eol,Partial_90_model.uml,512
2019-03-16 02:56:17.018,RefineForPMD.eol,Partial_90_rover.uml,3263
2019-03-16 02:56:29.29,PartialDetection.eol,DigitalWatch.uml,1070
2019-03-16 02:56:31.695,RefineForPMD.eol,model.uml,2957
2019-03-16 02:56:40.711,PartialDetection.eol,Partial_10_DigitalWatch.uml,1048
2019-03-16 02:56:45.97,RefineForPMD.eol,Partial_10_model.uml,3151
2019-03-16 02:56:51.836,PartialDetection.eol,Partial_20_DigitalWatch.uml,1059
2019-03-16 02:56:59.984,RefineForPMD.eol,Partial_20_model.uml,3092
2019-03-16 02:57:03.015,PartialDetection.eol,Partial_30_DigitalWatch.uml,996
2019-03-16 02:57:14.061,PartialDetection.eol,Partial_40_DigitalWatch.uml,1001
2019-03-16 02:57:14.638,RefineForPMD.eol,Partial_30_model.uml,3013
2019-03-16 02:57:25.847,PartialDetection.eol,Partial_50_DigitalWatch.uml,847
2019-03-16 02:57:28.346,RefineForPMD.eol,Partial_40_model.uml,2836
2019-03-16 02:57:37.022,PartialDetection.eol,Partial_60_DigitalWatch.uml,897
2019-03-16 02:57:42.282,RefineForPMD.eol,Partial_50_model.uml,3672
2019-03-16 02:57:48.291,PartialDetection.eol,Partial_70_DigitalWatch.uml,829
2019-03-16 02:58:00.08,PartialDetection.eol,Partial_80_DigitalWatch.uml,973
2019-03-16 02:57:58.191,RefineForPMD.eol,Partial_60_model.uml,3325
2019-03-16 02:58:13.522,PartialDetection.eol,Partial_90_DigitalWatch.uml,915
2019-03-16 02:58:17.987,RefineForPMD.eol,Partial_70_model.uml,3326
2019-03-16 02:58:27.084,PartialDetection.eol,Replication.uml,1457
2019-03-16 02:58:35.558,RefineForPMD.eol,Partial_80_model.uml,4658
2019-03-16 02:58:41.98,PartialDetection.eol,Partial_10_Replication.uml,1146
2019-03-16 02:58:55.35,PartialDetection.eol,Partial_20_Replication.uml,1525
2019-03-16 02:58:53.984,RefineForPMD.eol,Partial_90_model.uml,3948
2019-03-16 02:59:07.642,PartialDetection.eol,Partial_30_Replication.uml,1102
2019-03-16 02:59:09.772,RefineForPMD.eol,DigitalWatch.uml,5586
2019-03-16 02:59:19.028,PartialDetection.eol,Partial_40_Replication.uml,983
2019-03-16 02:59:30.594,PartialDetection.eol,Partial_50_Replication.uml,745
2019-03-16 02:59:27.406,RefineForPMD.eol,Partial_10_DigitalWatch.uml,5868
2019-03-16 02:59:41.878,PartialDetection.eol,Partial_60_Replication.uml,886
2019-03-16 02:59:45.273,RefineForPMD.eol,Partial_20_DigitalWatch.uml,6131
2019-03-16 02:59:52.754,PartialDetection.eol,Partial_70_Replication.uml,892
2019-03-16 03:00:04.232,PartialDetection.eol,Partial_80_Replication.uml,985
2019-03-16 03:00:03.548,RefineForPMD.eol,Partial_30_DigitalWatch.uml,5229
2019-03-16 03:00:15.468,PartialDetection.eol,Partial_90_Replication.uml,823
2019-03-16 03:00:20.46,RefineForPMD.eol,Partial_40_DigitalWatch.uml,5755
2019-03-16 03:00:26.272,PartialDetection.eol,CarDoorLock.uml,538
2019-03-16 03:00:36.978,PartialDetection.eol,Partial_10_CarDoorLock.uml,479
2019-03-16 03:00:37.777,RefineForPMD.eol,Partial_50_DigitalWatch.uml,5334
2019-03-16 03:00:47.516,PartialDetection.eol,Partial_20_CarDoorLock.uml,501
2019-03-16 03:00:57.941,PartialDetection.eol,Partial_30_CarDoorLock.uml,450
2019-03-16 03:00:54.727,RefineForPMD.eol,Partial_60_DigitalWatch.uml,4771
2019-03-16 03:01:08.044,PartialDetection.eol,Partial_40_CarDoorLock.uml,465
2019-03-16 03:01:10.867,RefineForPMD.eol,Partial_70_DigitalWatch.uml,4937
2019-03-16 03:01:18.128,PartialDetection.eol,Partial_50_CarDoorLock.uml,453
2019-03-16 03:01:28.638,PartialDetection.eol,Partial_60_CarDoorLock.uml,496
2019-03-16 03:01:27.22,RefineForPMD.eol,Partial_80_DigitalWatch.uml,4963
2019-03-16 03:01:39.301,PartialDetection.eol,Partial_70_CarDoorLock.uml,395
2019-03-16 03:01:44.371,RefineForPMD.eol,Partial_90_DigitalWatch.uml,4714
2019-03-16 03:01:49.819,PartialDetection.eol,Partial_80_CarDoorLock.uml,323
2019-03-16 03:01:59.686,PartialDetection.eol,Partial_90_CarDoorLock.uml,371
2019-03-16 03:02:00.776,RefineForPMD.eol,Replication.uml,4809
2019-03-16 03:02:10.023,PartialDetection.eol,rover.uml,845
2019-03-16 03:02:23.92,PartialDetection.eol,Partial_10_rover.uml,1014
2019-03-16 03:02:19.083,RefineForPMD.eol,Partial_10_Replication.uml,6019
2019-03-16 03:02:37.667,PartialDetection.eol,Partial_20_rover.uml,853
2019-03-16 03:02:41.127,RefineForPMD.eol,Partial_20_Replication.uml,6183
2019-03-16 03:02:51.163,PartialDetection.eol,Partial_30_rover.uml,1059
2019-03-16 03:03:04.771,PartialDetection.eol,Partial_40_rover.uml,910
2019-03-16 03:03:01.525,RefineForPMD.eol,Partial_30_Replication.uml,6095
2019-03-16 03:03:16.584,PartialDetection.eol,Partial_50_rover.uml,748
2019-03-16 03:03:20.17,RefineForPMD.eol,Partial_40_Replication.uml,4856
2019-03-16 03:03:27.136,PartialDetection.eol,Partial_60_rover.uml,753
2019-03-16 03:03:38.07,PartialDetection.eol,Partial_70_rover.uml,823
2019-03-16 03:03:36.396,RefineForPMD.eol,Partial_50_Replication.uml,4492
2019-03-16 03:03:49.111,PartialDetection.eol,Partial_80_rover.uml,627
2019-03-16 03:03:51.896,RefineForPMD.eol,Partial_60_Replication.uml,3724
2019-03-16 03:03:59.642,PartialDetection.eol,Partial_90_rover.uml,656
2019-03-16 03:04:06.726,RefineForPMD.eol,Partial_70_Replication.uml,4507
2019-03-16 03:04:10.781,PartialDetection.eol,model.uml,686
2019-03-16 03:04:22.127,PartialDetection.eol,Partial_10_model.uml,640
2019-03-16 03:04:23.145,RefineForPMD.eol,Partial_80_Replication.uml,4075
2019-03-16 03:04:32.603,PartialDetection.eol,Partial_20_model.uml,723
2019-03-16 03:04:38.894,RefineForPMD.eol,Partial_90_Replication.uml,4412
2019-03-16 03:04:43.892,PartialDetection.eol,Partial_30_model.uml,544
2019-03-16 03:04:54.545,PartialDetection.eol,Partial_40_model.uml,669
2019-03-16 03:04:54.569,RefineForPMD.eol,rover.uml,3243
2019-03-16 03:05:05.554,PartialDetection.eol,Partial_50_model.uml,560
2019-03-16 03:05:09.62,RefineForPMD.eol,Partial_10_rover.uml,3745
2019-03-16 03:05:15.497,PartialDetection.eol,Partial_60_model.uml,635
2019-03-16 03:05:26.559,PartialDetection.eol,Partial_70_model.uml,531
2019-03-16 03:05:24.461,RefineForPMD.eol,Partial_20_rover.uml,3255
2019-03-16 03:05:37.006,PartialDetection.eol,Partial_80_model.uml,508
2019-03-16 03:05:38.739,RefineForPMD.eol,Partial_30_rover.uml,3198
2019-03-16 03:05:47.759,PartialDetection.eol,Partial_90_model.uml,577
2019-03-16 03:05:53.066,RefineForPMD.eol,Partial_40_rover.uml,3448
2019-03-16 03:05:58.309,PartialDetection.eol,DigitalWatch.uml,1031
2019-03-16 03:06:09.991,PartialDetection.eol,Partial_10_DigitalWatch.uml,1018
2019-03-16 03:06:07.832,RefineForPMD.eol,Partial_50_rover.uml,3562
2019-03-16 03:06:21.811,PartialDetection.eol,Partial_20_DigitalWatch.uml,900
2019-03-16 03:06:22.965,RefineForPMD.eol,Partial_60_rover.uml,2820
2019-03-16 03:06:33.192,PartialDetection.eol,Partial_30_DigitalWatch.uml,963
2019-03-16 03:06:36.835,RefineForPMD.eol,Partial_70_rover.uml,3120
2019-03-16 03:06:44.092,PartialDetection.eol,Partial_40_DigitalWatch.uml,966
2019-03-16 03:06:51.403,RefineForPMD.eol,Partial_80_rover.uml,3318
2019-03-16 03:06:55.325,PartialDetection.eol,Partial_50_DigitalWatch.uml,770
2019-03-16 03:07:06.199,PartialDetection.eol,Partial_60_DigitalWatch.uml,883
2019-03-16 03:07:05.943,RefineForPMD.eol,Partial_90_rover.uml,3081
2019-03-16 03:07:17.632,PartialDetection.eol,Partial_70_DigitalWatch.uml,752
2019-03-16 03:07:19.945,RefineForPMD.eol,model.uml,2848
2019-03-16 03:07:28.797,PartialDetection.eol,Partial_80_DigitalWatch.uml,797
2019-03-16 03:07:34.207,RefineForPMD.eol,Partial_10_model.uml,2854
2019-03-16 03:07:39.691,PartialDetection.eol,Partial_90_DigitalWatch.uml,772
2019-03-16 03:07:50.434,RefineForPMD.eol,Partial_20_model.uml,3647
2019-03-16 03:07:52.784,PartialDetection.eol,Replication.uml,1310
2019-03-16 03:08:04.756,PartialDetection.eol,Partial_10_Replication.uml,1157
2019-03-16 03:08:05.656,RefineForPMD.eol,Partial_30_model.uml,3927
2019-03-16 03:08:16.425,PartialDetection.eol,Partial_20_Replication.uml,1028
2019-03-16 03:08:20.588,RefineForPMD.eol,Partial_40_model.uml,3644
2019-03-16 03:08:27.532,PartialDetection.eol,Partial_30_Replication.uml,981
2019-03-16 03:08:35.564,RefineForPMD.eol,Partial_50_model.uml,3345
2019-03-16 03:08:39.041,PartialDetection.eol,Partial_40_Replication.uml,932
2019-03-16 03:08:50.304,PartialDetection.eol,Partial_50_Replication.uml,888
2019-03-16 03:08:50.101,RefineForPMD.eol,Partial_60_model.uml,3253
2019-03-16 03:09:01.662,PartialDetection.eol,Partial_60_Replication.uml,868
2019-03-16 03:09:04.545,RefineForPMD.eol,Partial_70_model.uml,3392
2019-03-16 03:09:14.601,PartialDetection.eol,Partial_70_Replication.uml,987
2019-03-16 03:09:22.599,RefineForPMD.eol,Partial_80_model.uml,3826
2019-03-16 03:09:28.503,PartialDetection.eol,Partial_80_Replication.uml,1138
2019-03-16 03:09:42.805,PartialDetection.eol,Partial_90_Replication.uml,1074
2019-03-16 03:09:41.635,RefineForPMD.eol,Partial_90_model.uml,4175
2019-03-16 03:09:56.707,PartialDetection.eol,CarDoorLock.uml,712
2019-03-16 03:09:59.408,RefineForPMD.eol,DigitalWatch.uml,6741
2019-03-16 03:10:08.647,PartialDetection.eol,Partial_10_CarDoorLock.uml,535
2019-03-16 03:10:19.457,PartialDetection.eol,Partial_20_CarDoorLock.uml,498
2019-03-16 03:10:18.255,RefineForPMD.eol,Partial_10_DigitalWatch.uml,5151
2019-03-16 03:10:30.098,PartialDetection.eol,Partial_30_CarDoorLock.uml,480
2019-03-16 03:10:35.115,RefineForPMD.eol,Partial_20_DigitalWatch.uml,5877
2019-03-16 03:10:40.64,PartialDetection.eol,Partial_40_CarDoorLock.uml,440
2019-03-16 03:10:51.424,PartialDetection.eol,Partial_50_CarDoorLock.uml,426
2019-03-16 03:10:52.612,RefineForPMD.eol,Partial_30_DigitalWatch.uml,5340
2019-03-16 03:11:01.696,PartialDetection.eol,Partial_60_CarDoorLock.uml,442
2019-03-16 03:11:12.331,PartialDetection.eol,Partial_70_CarDoorLock.uml,420
2019-03-16 03:11:09.262,RefineForPMD.eol,Partial_40_DigitalWatch.uml,5692
2019-03-16 03:11:22.672,PartialDetection.eol,Partial_80_CarDoorLock.uml,461
2019-03-16 03:11:26.707,RefineForPMD.eol,Partial_50_DigitalWatch.uml,5527
2019-03-16 03:11:33.162,PartialDetection.eol,Partial_90_CarDoorLock.uml,281
2019-03-16 03:11:45.034,PartialDetection.eol,rover.uml,938
2019-03-16 03:11:44.254,RefineForPMD.eol,Partial_60_DigitalWatch.uml,5041
2019-03-16 03:11:56.906,PartialDetection.eol,Partial_10_rover.uml,858
2019-03-16 03:12:01.088,RefineForPMD.eol,Partial_70_DigitalWatch.uml,4864
2019-03-16 03:12:07.664,PartialDetection.eol,Partial_20_rover.uml,675
2019-03-16 03:12:18.574,PartialDetection.eol,Partial_30_rover.uml,702
2019-03-16 03:12:17.417,RefineForPMD.eol,Partial_80_DigitalWatch.uml,4471
2019-03-16 03:12:29.776,PartialDetection.eol,Partial_40_rover.uml,784
2019-03-16 03:12:33.752,RefineForPMD.eol,Partial_90_DigitalWatch.uml,4422
2019-03-16 03:12:40.447,PartialDetection.eol,Partial_50_rover.uml,781
2019-03-16 03:12:52.124,PartialDetection.eol,Partial_60_rover.uml,710
2019-03-16 03:12:49.556,RefineForPMD.eol,Replication.uml,4939
2019-03-16 03:13:03.03,PartialDetection.eol,Partial_70_rover.uml,686
2019-03-16 03:13:05.765,RefineForPMD.eol,Partial_10_Replication.uml,4791
2019-03-16 03:13:13.64,PartialDetection.eol,Partial_80_rover.uml,738
2019-03-16 03:13:24.365,PartialDetection.eol,Partial_90_rover.uml,600
2019-03-16 03:13:22.38,RefineForPMD.eol,Partial_20_Replication.uml,4532
2019-03-16 03:13:34.696,PartialDetection.eol,model.uml,667
2019-03-16 03:13:38.153,RefineForPMD.eol,Partial_30_Replication.uml,4880
2019-03-16 03:13:45.29,PartialDetection.eol,Partial_10_model.uml,665
2019-03-16 03:13:56.294,PartialDetection.eol,Partial_20_model.uml,625
2019-03-16 03:13:54.135,RefineForPMD.eol,Partial_40_Replication.uml,4358
2019-03-16 03:14:07.299,PartialDetection.eol,Partial_30_model.uml,1163
2019-03-16 03:14:11.364,RefineForPMD.eol,Partial_50_Replication.uml,12886
2019-03-16 03:14:29.683,PartialDetection.eol,Partial_40_model.uml,1119
2019-03-16 03:14:57.106,PartialDetection.eol,Partial_50_model.uml,956
2019-03-16 03:14:57.748,RefineForPMD.eol,Partial_60_Replication.uml,11241
2019-03-16 03:15:27.202,PartialDetection.eol,Partial_60_model.uml,1494
2019-03-16 03:15:43.189,RefineForPMD.eol,Partial_70_Replication.uml,14725
2019-03-16 03:15:58.614,PartialDetection.eol,Partial_70_model.uml,1483
2019-03-16 03:16:28.355,PartialDetection.eol,Partial_80_model.uml,1200
2019-03-16 03:16:30.441,RefineForPMD.eol,Partial_80_Replication.uml,12296
2019-03-16 03:16:59.54,PartialDetection.eol,Partial_90_model.uml,1474
2019-03-16 03:17:14.71,RefineForPMD.eol,Partial_90_Replication.uml,12963
2019-03-16 03:17:30.577,PartialDetection.eol,DigitalWatch.uml,2953
2019-03-16 03:18:02.941,PartialDetection.eol,Partial_10_DigitalWatch.uml,2451
2019-03-16 03:17:58.165,RefineForPMD.eol,rover.uml,10453
2019-03-16 03:18:33.223,PartialDetection.eol,Partial_20_DigitalWatch.uml,2736
2019-03-16 03:18:41.06,RefineForPMD.eol,Partial_10_rover.uml,8764
2019-03-16 03:19:03.499,PartialDetection.eol,Partial_30_DigitalWatch.uml,2217
2019-03-16 03:19:19.972,RefineForPMD.eol,Partial_20_rover.uml,10013
2019-03-16 03:19:34.821,PartialDetection.eol,Partial_40_DigitalWatch.uml,2009
2019-03-16 03:20:06.678,PartialDetection.eol,Partial_50_DigitalWatch.uml,3167
2019-03-16 03:20:02.906,RefineForPMD.eol,Partial_30_rover.uml,9724
2019-03-16 03:20:40.168,PartialDetection.eol,Partial_60_DigitalWatch.uml,2223
2019-03-16 03:20:46.34,RefineForPMD.eol,Partial_40_rover.uml,8495
2019-03-16 03:21:11.076,PartialDetection.eol,Partial_70_DigitalWatch.uml,2134
2019-03-16 03:21:25.604,RefineForPMD.eol,Partial_50_rover.uml,9401
2019-03-16 03:21:40.443,PartialDetection.eol,Partial_80_DigitalWatch.uml,1501
2019-03-16 03:22:10.318,PartialDetection.eol,Partial_90_DigitalWatch.uml,1865
2019-03-16 03:22:05.116,RefineForPMD.eol,Partial_60_rover.uml,9037
2019-03-16 03:22:39.224,PartialDetection.eol,Replication.uml,2810
2019-03-16 03:22:43.608,RefineForPMD.eol,Partial_70_rover.uml,6620
2019-03-16 03:23:09.948,PartialDetection.eol,Partial_10_Replication.uml,2474
2019-03-16 02:24:37.995,PartialModelCreator.eol,Replication.uml,3527865
2019-03-16 03:23:21.032,RefineForPMD.eol,Partial_80_rover.uml,10810
2019-03-16 03:23:41.199,PartialDetection.eol,Partial_20_Replication.uml,3812
2019-03-16 03:24:09.711,RefineForPMD.eol,Partial_90_rover.uml,9523
2019-03-16 03:24:20.168,PartialDetection.eol,Partial_30_Replication.uml,3689
2019-03-16 03:24:54.792,PartialDetection.eol,Partial_40_Replication.uml,3599
2019-03-16 03:24:54.103,RefineForPMD.eol,model.uml,11287
2019-03-16 03:25:33.983,PartialDetection.eol,Partial_50_Replication.uml,4013
2019-03-16 03:25:44.86,RefineForPMD.eol,Partial_10_model.uml,9674
2019-03-16 03:26:09.127,PartialDetection.eol,Partial_60_Replication.uml,2120
2019-03-16 03:26:23.884,RefineForPMD.eol,Partial_20_model.uml,8433
2019-03-16 03:26:37.609,PartialDetection.eol,Partial_70_Replication.uml,1751
2019-03-16 03:27:04.386,PartialDetection.eol,Partial_80_Replication.uml,2962
2019-03-16 03:27:00.071,RefineForPMD.eol,Partial_30_model.uml,9731
2019-03-16 03:27:32.699,PartialDetection.eol,Partial_90_Replication.uml,1892
2019-03-16 03:27:37.866,RefineForPMD.eol,Partial_40_model.uml,6817
2019-03-16 03:27:59.059,PartialDetection.eol,CarDoorLock.uml,1142
2019-03-16 03:28:10.661,RefineForPMD.eol,Partial_50_model.uml,8028
2019-03-16 03:28:24.28,PartialDetection.eol,Partial_10_CarDoorLock.uml,925
2019-03-16 03:28:50.64,PartialDetection.eol,Partial_20_CarDoorLock.uml,1112
2019-03-16 03:28:46.803,RefineForPMD.eol,Partial_60_model.uml,7557
